1.999	15.79077227	167.9	3.008	12.53	1.335	3.652	3.582
2.044	15.79077227	168	3.117	12.64	1.388	2.774	2.736
2.089	15.79077227	168	3.225	12.75	1.441	1.895	1.889
2.2	15.79077227	167.8	3.405	12.94	1.529	1.6	1.569
2.4	15.79077227	167.3	3.683	13.25	1.663	1.568	1.499
2.7	15.79077227	166.5	4.113	13.73	1.854	1.574	1.472
3	15.79077227	165.5	4.535	14.2	2.023	1.702	1.545
3.3	15.79077227	164.2	5.018	14.76	2.2	2.007	1.774
3.6	15.79077227	162.8	5.577	15.41	2.387	2.288	1.963
3.9	15.79077227	161.1	6.2	16.13	2.579	2.524	2.095
4.2	15.79077227	159.3	6.875	16.92	2.774	2.73	2.185
4.5	15.79077227	157.3	7.596	17.77	2.969	2.923	2.248
4.8	15.79077227	155.2	8.36	18.67	3.164	3.112	2.297
5	15.79077227	153.6	8.891	19.31	3.293	3.24	2.325
5.1	15.79077227	152.8	9.164	19.63	3.358	3.305	2.338
1.962	17.7646188	169.8	3.027	13.63	1.289	5.923	5.447
1.9665	17.7646188	169.9	3.048	13.645	1.299	4.711	4.432
1.971	17.7646188	169.9	3.068	13.66	1.308	3.498	3.417
2.016	17.7646188	169.9	3.172	13.765	1.359	2.654	2.612
2.061	17.7646188	169.9	3.276	13.87	1.41	1.81	1.806
2.2	17.7646188	169.7	3.488	14.09	1.515	1.506	1.473
2.4	17.7646188	169.2	3.749	14.39	1.643	1.536	1.47
2.7	17.7646188	168.4	4.169	14.86	1.832	1.525	1.431
3	17.7646188	167.4	4.575	15.33	1.997	1.65	1.507
3.3	17.7646188	166.3	5.04	15.87	2.168	1.95	1.737
3.6	17.7646188	164.9	5.578	16.49	2.35	2.225	1.928
3.9	17.7646188	163.4	6.179	17.2	2.537	2.454	2.062
4.2	17.7646188	1617	6.83	17.96	2.726	2.653	2.153
4.5	17.7646188	159.8	7.524	18.79	2.916	2.837	2.218
4.8	17.7646188	157.8	8.258	19.67	3.105	3.016	2.269
5	17.7646188	156.4	8.769	20.28	3.23	3.136	2.298
5.1	17.7646188	155.6	9.031	20.6	3.293	3.197	2.312
1.933	19.73846533	171.7	3.095	14.75	1.262	5.753	5.218
1.9375	19.73846533	171.7	3.115	14.765	1.272	4.553	4.239
1.942	19.73846533	171.7	3.135	14.78	1.281	3.352	3.26
1.987	19.73846533	171.8	3.235	14.88	1.331	2.541	2.494
2.032	19.73846533	171.8	3.335	14.98	1.38	1.73	1.727
2.2	19.73846533	171.5	3.575	15.24	1.502	1.429	1.394
2.4	19.73846533	171	3.822	15.52	1.624	1.511	1.447
2.7	19.73846533	170.2	4.233	15.99	1.811	1.48	1.393
3	19.73846533	169.3	4.625	16.44	1.972	1.602	1.471
3.3	19.73846533	168.2	5.074	16.97	2.139	1.898	1.703
3.6	19.73846533	166.9	5.594	17.58	2.316	2.167	1.895
3.9	19.73846533	165.5	6.175	18.26	2.499	2.392	2.03
4.2	19.73846533	163.9	6.804	19.01	2.683	2.585	2.123
4.5	19.73846533	162.1	7.475	19.81	2.867	2.762	2.19
